8, 56.039180, 0.000000, 0.000000, 0.000148, 0.000000
8, 49.940464, 0.000000, 0.000000, 0.000132, 0.000000
8, 47.242226, 0.000000, 0.000000, 0.000125, 0.000000
16, 26.753341, 0.000000, 0.000000, 0.000071, 0.000000
24, 18.603026, 0.000000, 0.000000, 0.000049, 0.000000
32, 15.294740, 0.000000, 0.000000, 0.000040, 0.000000
30, 20.449239, 0.000000, 0.000000, 0.000054, 0.000000
48, 20.244983, 0.000000, 0.000000, 0.000054, 0.000000
8, 56.985905, 0.000000, 0.000000, 0.000151, 0.000000
16, 37.186092, 0.000000, 0.000000, 0.000098, 0.000000
24, 16.996878, 0.000000, 0.000000, 0.000045, 0.000000
32, 12.400955, 0.000000, 0.000000, 0.000033, 0.000000
30, 13.371010, 0.000000, 0.000000, 0.000035, 0.000000
48, 12.218503, 0.000000, 0.000000, 0.000032, 0.000000
8, 46.574746, 0.000000, 0.000000, 0.000123, 0.000000
16, 22.681175, 0.000000, 0.000000, 0.000060, 0.000000
24, 16.458600, 0.000000, 0.000000, 0.000044, 0.000000
32, 12.506063, 0.000000, 0.000000, 0.000033, 0.000000
30, 12.766499, 0.000000, 0.000000, 0.000034, 0.000000
48, 10.466853, 0.000000, 0.000000, 0.000028, 0.000000
8, 46.650290, 0.000000, 0.000000, 0.000123, 0.000000
16, 22.667317, 0.000000, 0.000000, 0.000060, 0.000000
24, 17.602252, 0.000000, 0.000000, 0.000047, 0.000000
32, 12.390251, 0.000000, 0.000000, 0.000033, 0.000000
30, 13.053714, 0.000000, 0.000000, 0.000035, 0.000000
48, 10.210668, 0.000000, 0.000000, 0.000027, 0.000000
8, 47.285396, 0.000000, 0.000000, 0.000125, 0.000000
16, 23.170582, 0.000000, 0.000000, 0.000061, 0.000000
24, 17.592855, 0.000000, 0.000000, 0.000047, 0.000000
32, 13.617717, 0.000000, 0.000000, 0.000036, 0.000000
30, 12.558665, 0.000000, 0.000000, 0.000033, 0.000000
48, 10.219912, 0.000000, 0.000000, 0.000027, 0.000000
8, 46.682781, 0.000000, 0.000000, 0.000123, 0.000000
16, 22.808534, 0.000000, 0.000000, 0.000060, 0.000000
24, 16.655730, 0.000000, 0.000000, 0.000044, 0.000000
32, 12.503765, 0.000000, 0.000000, 0.000033, 0.000000
30, 12.596636, 0.000000, 0.000000, 0.000033, 0.000000
48, 12.222075, 0.000000, 0.000000, 0.000032, 0.000000
8, 46.765915, 0.000000, 0.000000, 0.000124, 0.000000
16, 23.050061, 0.000000, 0.000000, 0.000061, 0.000000
24, 17.043947, 0.000000, 0.000000, 0.000045, 0.000000
32, 13.501620, 0.000000, 0.000000, 0.000036, 0.000000
30, 13.721125, 0.000000, 0.000000, 0.000036, 0.000000
48, 12.365374, 0.000000, 0.000000, 0.000033, 0.000000
8, 46.691821, 0.000000, 0.000000, 0.000124, 0.000000
16, 22.847598, 0.000000, 0.000000, 0.000060, 0.000000
24, 15.181725, 0.000000, 0.000000, 0.000040, 0.000000
32, 12.563314, 0.000000, 0.000000, 0.000033, 0.000000
30, 15.400435, 0.000000, 0.000000, 0.000041, 0.000000
48, 12.458286, 0.000000, 0.000000, 0.000033, 0.000000
8, 46.629424, 0.000000, 0.000000, 0.000123, 0.000000
16, 22.752438, 0.000000, 0.000000, 0.000060, 0.000000
24, 15.137597, 0.000000, 0.000000, 0.000040, 0.000000
32, 12.325490, 0.000000, 0.000000, 0.000033, 0.000000
30, 14.072278, 0.000000, 0.000000, 0.000037, 0.000000
48, 12.366746, 0.000000, 0.000000, 0.000033, 0.000000
8, 45.226811, 0.000000, 0.000000, 0.000120, 0.000000
16, 22.722074, 0.000000, 0.000000, 0.000060, 0.000000
24, 15.131006, 0.000000, 0.000000, 0.000040, 0.000000
32, 12.415599, 0.000000, 0.000000, 0.000033, 0.000000
